date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:29:36	28242/28242	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:29:35%20GMT	https://yorkhouse.libguides.com/what-is	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/what-is.html	(from https://yorkhouse.libguides.com/home)
15:29:37	30567/30567	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:29:36%20GMT	https://yorkhouse.libguides.com/what-is/reading-lists	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/what-is/reading-lists.html	(from https://yorkhouse.libguides.com/home)
15:29:38	127398/127398	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:29:37%20GMT	https://yorkhouse.libguides.com/what-is/truth-and-reconciliation	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/what-is/truth-and-reconciliation.html	(from https://yorkhouse.libguides.com/home)
15:29:39	79946/79946	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:29:38%20GMT	https://yorkhouse.libguides.com/what-is/mental-health	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/what-is/mental-health.html	(from https://yorkhouse.libguides.com/home)
15:29:40	28258/28258	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:29:39%20GMT	https://yorkhouse.libguides.com/assignments	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/assignments.html	(from https://yorkhouse.libguides.com/home)
15:29:41	28250/28250	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:29:40%20GMT	https://yorkhouse.libguides.com/assignments/this-year	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/assignments/this-year.html	(from https://yorkhouse.libguides.com/home)
15:29:42	28242/28242	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:29:41%20GMT	https://yorkhouse.libguides.com/assignments/2023-24	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/assignments/2023-24.html	(from https://yorkhouse.libguides.com/home)
15:29:43	28258/28258	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:29:42%20GMT	https://yorkhouse.libguides.com/initiatives	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/initiatives.html	(from https://yorkhouse.libguides.com/home)
15:29:44	28419/28419	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:29:43%20GMT	https://yorkhouse.libguides.com/initiatives/publications	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/initiatives/publications.html	(from https://yorkhouse.libguides.com/home)
15:29:45	39607/39607	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:29:44%20GMT	https://yorkhouse.libguides.com/initiatives/model-un	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/initiatives/model-un.html	(from https://yorkhouse.libguides.com/home)
15:29:46	26365/26365	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:29:45%20GMT	https://yorkhouse.libguides.com/about	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/about.html	(from https://yorkhouse.libguides.com/home)
15:29:46	1584/1584	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:29:46%20GMT	https://yorkhouse.libguides.com/research-sources	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/research-sources	(from https://yorkhouse.libguides.com/home)
15:29:48	35250/35250	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:29:47%20GMT	https://yorkhouse.libguides.com/news-media	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/news-media.html	(from https://yorkhouse.libguides.com/home)
15:29:49	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:29:49%20GMT	http://yorkhouse.libguides.com/prf.php?id=c42de6a7-9bb8-11ef-87ee-022a9eb54b7e	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/prf.17b188.delayed	(from https://yorkhouse.libguides.com/home)
15:29:49	26064/26064	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:29:48%20GMT	https://yorkhouse.libguides.com/c.php?g=741336&p=5355513	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/c30af.html	(from https://yorkhouse.libguides.com/home)
15:29:51	53397/53397	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:29:50%20GMT	https://yorkhouse.libguides.com/prf.php?id=c42de6a7-9bb8-11ef-87ee-022a9eb54b7e	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/prfb188.html	(from https://yorkhouse.libguides.com/home)
15:29:52	28258/28258	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:29:51%20GMT	https://yorkhouse.libguides.com/sb.php?subject_id=138911	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/sbbe4f.html	(from https://yorkhouse.libguides.com/home)
15:29:52	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:29:52%20GMT	https://yorkhouse.libguides.com/resources/catalogue	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/catalogue	(from https://yorkhouse.libguides.com/c.php?g=741336&p=5354732)
15:29:53	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:29:53%20GMT	https://yorkhouse.libguides.com/resources/catalogue	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/catalogue	(from https://yorkhouse.libguides.com/az.php)
15:29:54	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:29:54%20GMT	https://yorkhouse.libguides.com/resources/financial-times	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/financial-times	(from https://yorkhouse.libguides.com/az.php)
15:29:55	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:29:55%20GMT	https://yorkhouse.libguides.com/resources/new-york-times	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/new-york-times	(from https://yorkhouse.libguides.com/az.php)
15:29:56	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:29:56%20GMT	https://yorkhouse.libguides.com/resources/press-reader	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/press-reader	(from https://yorkhouse.libguides.com/az.php)
15:29:58	26779/26779	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:29:57%20GMT	https://yorkhouse.libguides.com/c.php?g=743102&p=5370827	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/ccca0.html	(from https://yorkhouse.libguides.com/orders)
15:29:58	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:29:58%20GMT	https://yorkhouse.libguides.com/resources/catalogue	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/catalogue	(from https://yorkhouse.libguides.com/orders)
15:29:59	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:29:59%20GMT	https://yorkhouse.libguides.com/resources/catalogue	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/catalogue	(from https://yorkhouse.libguides.com/how-to)
15:30:01	25259/25259	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:00%20GMT	https://yorkhouse.libguides.com/sb.php	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/sb.html	(from https://yorkhouse.libguides.com/how-to)
15:30:02	28274/28274	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:01%20GMT	https://yorkhouse.libguides.com/sb.php?subject_id=138925	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/sbfcf9.html	(from https://yorkhouse.libguides.com/how-to)
15:30:03	28254/28254	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:02%20GMT	https://yorkhouse.libguides.com/sb.php?subject_id=138916	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/sb6684.html	(from https://yorkhouse.libguides.com/how-to)
15:30:04	28242/28242	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:03%20GMT	https://yorkhouse.libguides.com/sb.php?subject_id=138907	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/sb9c46.html	(from https://yorkhouse.libguides.com/how-to)
15:30:05	28242/28242	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:04%20GMT	https://yorkhouse.libguides.com/sb.php?subject_id=138905	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/sba80b.html	(from https://yorkhouse.libguides.com/how-to)
15:30:06	28258/28258	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:05%20GMT	https://yorkhouse.libguides.com/sb.php?subject_id=138924	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/sb8b9b.html	(from https://yorkhouse.libguides.com/how-to)
15:30:07	28254/28254	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:06%20GMT	https://yorkhouse.libguides.com/sb.php?subject_id=138915	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/sbfbe4.html	(from https://yorkhouse.libguides.com/how-to)
15:30:08	28266/28266	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:07%20GMT	https://yorkhouse.libguides.com/sb.php?subject_id=138779	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/sba614.html	(from https://yorkhouse.libguides.com/how-to)
15:30:09	28278/28278	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:08%20GMT	https://yorkhouse.libguides.com/sb.php?subject_id=138906	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/sb4b28.html	(from https://yorkhouse.libguides.com/how-to)
15:30:10	28230/28230	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:09%20GMT	https://yorkhouse.libguides.com/sb.php?subject_id=138901	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/sb45bb.html	(from https://yorkhouse.libguides.com/how-to)
15:30:11	28242/28242	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:10%20GMT	https://yorkhouse.libguides.com/sb.php?subject_id=138908	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/sbf49d.html	(from https://yorkhouse.libguides.com/how-to)
15:30:12	28242/28242	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:11%20GMT	https://yorkhouse.libguides.com/sb.php?subject_id=138909	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/sb442d.html	(from https://yorkhouse.libguides.com/how-to)
15:30:13	43373/43373	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:12%20GMT	https://yorkhouse.libguides.com/c.php?g=742625&p=5366142	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/c1181.html	(from https://yorkhouse.libguides.com/how-to/research-sources)
15:30:13	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:13%20GMT	https://yorkhouse.libguides.com/resources/catalogue	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/catalogue	(from https://yorkhouse.libguides.com/how-to/research-sources)
15:30:15	41289/41289	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:14%20GMT	https://yorkhouse.libguides.com/c.php?g=742625&p=5366143	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/c0454.html	(from https://yorkhouse.libguides.com/how-to/research-sources)
15:30:16	34062/34062	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:15%20GMT	https://yorkhouse.libguides.com/c.php?g=742625&p=5366144	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/c736e.html	(from https://yorkhouse.libguides.com/how-to/research-sources)
15:30:17	33724/33724	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:16%20GMT	https://yorkhouse.libguides.com/c.php?g=742625&p=5366145	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/c22bc.html	(from https://yorkhouse.libguides.com/how-to/research-sources)
15:30:18	32430/32430	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:17%20GMT	https://yorkhouse.libguides.com/c.php?g=742625&p=5366146	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/c8dd3.html	(from https://yorkhouse.libguides.com/how-to/research-sources)
15:30:19	32150/32150	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:18%20GMT	https://yorkhouse.libguides.com/c.php?g=742625&p=5366147	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/c1bd8.html	(from https://yorkhouse.libguides.com/how-to/research-sources)
15:30:20	40379/40379	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:19%20GMT	https://yorkhouse.libguides.com/c.php?g=742625&p=5366148	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/cc347.html	(from https://yorkhouse.libguides.com/how-to/research-sources)
15:30:21	40605/40605	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:20%20GMT	https://yorkhouse.libguides.com/c.php?g=742625&p=5366149	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/cd579.html	(from https://yorkhouse.libguides.com/how-to/research-sources)
15:30:22	28238/28238	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:21%20GMT	https://yorkhouse.libguides.com/sb.php?subject_id=138910	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/sb1602.html	(from https://yorkhouse.libguides.com/how-to/research-sources)
15:30:23	28238/28238	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:22%20GMT	https://yorkhouse.libguides.com/sb.php?subject_id=138914	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/sba5a5.html	(from https://yorkhouse.libguides.com/how-to/research-sources)
15:30:24	36973/36973	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:23%20GMT	https://yorkhouse.libguides.com/c.php?g=742788&p=5367523	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/c37dd.html	(from https://yorkhouse.libguides.com/how-to/find-your-book)
15:30:24	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:24%20GMT	https://yorkhouse.libguides.com/resources/catalogue	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/catalogue	(from https://yorkhouse.libguides.com/how-to/find-your-book)
15:30:26	33214/33214	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:25%20GMT	https://yorkhouse.libguides.com/c.php?g=743001&p=5369824	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/c7ddb.html	(from https://yorkhouse.libguides.com/how-to/3d-printing)
15:30:26	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:26%20GMT	https://yorkhouse.libguides.com/resources/catalogue	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/catalogue	(from https://yorkhouse.libguides.com/how-to/3d-printing)
15:30:28	32388/32388	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:27%20GMT	https://yorkhouse.libguides.com/how-to/3d-printing/token	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/how-to/3d-printing/token.html	(from https://yorkhouse.libguides.com/how-to/3d-printing)
15:30:29	30225/30225	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:28%20GMT	https://yorkhouse.libguides.com/how-to/3d-printing/premade	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/how-to/3d-printing/premade.html	(from https://yorkhouse.libguides.com/how-to/3d-printing)
15:30:30	30002/30002	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:29%20GMT	https://yorkhouse.libguides.com/how-to/3d-printing/custom	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/how-to/3d-printing/custom.html	(from https://yorkhouse.libguides.com/how-to/3d-printing)
15:30:31	32180/32180	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:30%20GMT	https://yorkhouse.libguides.com/how-to/3d-printing/troubleshoot	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/how-to/3d-printing/troubleshoot.html	(from https://yorkhouse.libguides.com/how-to/3d-printing)
15:30:31	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:31%20GMT	https://yorkhouse.libguides.com/resources/catalogue	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/catalogue	(from https://yorkhouse.libguides.com/what-is)
15:30:33	30567/30567	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:32%20GMT	https://yorkhouse.libguides.com/c.php?g=743180&p=5371761	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/cea22.html	(from https://yorkhouse.libguides.com/what-is/reading-lists)
15:30:33	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:33%20GMT	https://yorkhouse.libguides.com/resources/catalogue	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/catalogue	(from https://yorkhouse.libguides.com/what-is/reading-lists)
15:30:35	28242/28242	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:34%20GMT	https://yorkhouse.libguides.com/sb.php?subject_id=138913	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/sbfbbf.html	(from https://yorkhouse.libguides.com/what-is/reading-lists)
15:30:36	127398/127398	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:35%20GMT	https://yorkhouse.libguides.com/c.php?g=741382&p=5355184	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/c8aaa.html	(from https://yorkhouse.libguides.com/what-is/truth-and-reconciliation)
15:30:36	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:36%20GMT	https://yorkhouse.libguides.com/resources/catalogue	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/catalogue	(from https://yorkhouse.libguides.com/what-is/truth-and-reconciliation)
15:30:38	79946/79946	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:37%20GMT	https://yorkhouse.libguides.com/c.php?g=742403&p=5363806	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/caf96.html	(from https://yorkhouse.libguides.com/what-is/mental-health)
15:30:38	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:38%20GMT	https://yorkhouse.libguides.com/resources/catalogue	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/catalogue	(from https://yorkhouse.libguides.com/what-is/mental-health)
15:30:40	41483/41483	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:39%20GMT	https://yorkhouse.libguides.com/c.php?g=742403&p=5365657	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/c38bd.html	(from https://yorkhouse.libguides.com/what-is/mental-health)
15:30:40	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:40%20GMT	https://yorkhouse.libguides.com/resources/catalogue	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/catalogue	(from https://yorkhouse.libguides.com/assignments)
15:30:41	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:41%20GMT	https://yorkhouse.libguides.com/resources/catalogue	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/catalogue	(from https://yorkhouse.libguides.com/assignments/this-year)
15:30:42	103/103	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:42%20GMT	https://yorkhouse.libguides.com/assignments/sb.php?subject_id=138925	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/assignments/sbfcf9.php	(from https://yorkhouse.libguides.com/assignments/this-year)
15:30:43	103/103	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:43%20GMT	https://yorkhouse.libguides.com/assignments/sb.php?subject_id=138916	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/assignments/sb6684.php	(from https://yorkhouse.libguides.com/assignments/this-year)
15:30:44	103/103	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:44%20GMT	https://yorkhouse.libguides.com/assignments/sb.php?subject_id=138907	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/assignments/sb9c46.php	(from https://yorkhouse.libguides.com/assignments/this-year)
15:30:45	103/103	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:45%20GMT	https://yorkhouse.libguides.com/assignments/sb.php?subject_id=138905	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/assignments/sba80b.php	(from https://yorkhouse.libguides.com/assignments/this-year)
15:30:46	103/103	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:46%20GMT	https://yorkhouse.libguides.com/assignments/sb.php?subject_id=138924	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/assignments/sb8b9b.php	(from https://yorkhouse.libguides.com/assignments/this-year)
15:30:47	103/103	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:47%20GMT	https://yorkhouse.libguides.com/assignments/sb.php?subject_id=138915	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/assignments/sbfbe4.php	(from https://yorkhouse.libguides.com/assignments/this-year)
15:30:48	103/103	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:48%20GMT	https://yorkhouse.libguides.com/assignments/sb.php?subject_id=138779	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/assignments/sba614.php	(from https://yorkhouse.libguides.com/assignments/this-year)
15:30:49	103/103	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:49%20GMT	https://yorkhouse.libguides.com/assignments/sb.php?subject_id=138906	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/assignments/sb4b28.php	(from https://yorkhouse.libguides.com/assignments/this-year)
15:30:50	103/103	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:50%20GMT	https://yorkhouse.libguides.com/assignments/sb.php?subject_id=138901	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/assignments/sb45bb.php	(from https://yorkhouse.libguides.com/assignments/this-year)
15:30:51	103/103	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:51%20GMT	https://yorkhouse.libguides.com/assignments/sb.php?subject_id=138908	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/assignments/sbf49d.php	(from https://yorkhouse.libguides.com/assignments/this-year)
15:30:52	103/103	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:52%20GMT	https://yorkhouse.libguides.com/assignments/sb.php?subject_id=138909	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/assignments/sb442d.php	(from https://yorkhouse.libguides.com/assignments/this-year)
15:30:53	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:53%20GMT	https://yorkhouse.libguides.com/resources/catalogue	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/catalogue	(from https://yorkhouse.libguides.com/assignments/2023-24)
15:30:54	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:54%20GMT	https://yorkhouse.libguides.com/resources/catalogue	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/catalogue	(from https://yorkhouse.libguides.com/initiatives)
15:30:56	28419/28419	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2023:30:55%20GMT	https://yorkhouse.libguides.com/c.php?g=742888&p=5368673	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/c6117.html	(from https://yorkhouse.libguides.com/initiatives/publications)
15:30:56	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2014%20Jan%202025%2023:30:56%20GMT	https://yorkhouse.libguides.com/resources/catalogue	/Users/kafseth/websites/SLC/yorkhouse.libguides.com/resources/catalogue.5a.delayed	(from https://yorkhouse.libguides.com/initiatives/publications)
